epoch,step,train_loss,val_loss
0,49,2.251610279083252,
0,99,2.0422120094299316,
0,149,1.4147279262542725,
0,199,1.114048719406128,
0,249,0.8424330949783325,
0,299,0.7700114250183105,
0,349,0.4686919152736664,
0,399,0.34082210063934326,
0,449,0.4974198639392853,
0,499,0.17936885356903076,
0,549,0.5271175503730774,
0,599,0.3930245637893677,
0,649,0.4283297061920166,
0,699,0.34560301899909973,
0,749,0.43099379539489746,
0,799,0.34422484040260315,
0,849,0.2788001000881195,
0,859,,0.351756751537323
1,899,0.5548579096794128,
1,949,0.28677669167518616,
1,999,0.37002643942832947,
1,1049,0.22575928270816803,
1,1099,0.4056444466114044,
1,1149,0.17980211973190308,
1,1199,0.20072966814041138,
1,1249,0.270857036113739,
1,1299,0.21993385255336761,
1,1349,0.35871151089668274,
1,1399,0.31018346548080444,
1,1449,0.21063512563705444,
1,1499,0.21484270691871643,
1,1549,0.18464888632297516,
1,1599,0.43973904848098755,
1,1649,0.2184552103281021,
1,1699,0.3326834738254547,
1,1719,,0.26953956484794617
2,1749,0.2457878589630127,
2,1799,0.33842581510543823,
2,1849,0.1251855045557022,
2,1899,0.18190635740756989,
2,1949,0.2696494162082672,
2,1999,0.48735561966896057,
2,2049,0.3374499976634979,
2,2099,0.2148027867078781,
2,2149,0.27740171551704407,
2,2199,0.27878817915916443,
2,2249,0.18717974424362183,
2,2299,0.24750743806362152,
2,2349,0.3757799565792084,
2,2399,0.23109598457813263,
2,2449,0.26459354162216187,
2,2499,0.13390463590621948,
2,2549,0.2725675404071808,
2,2579,,0.24905715882778168
3,2599,0.1739567369222641,
3,2649,0.0989786833524704,
3,2699,0.18168458342552185,
3,2749,0.380154550075531,
3,2799,0.2792322337627411,
3,2849,0.33945441246032715,
3,2899,0.21078413724899292,
3,2949,0.14044924080371857,
3,2999,0.19002339243888855,
3,3049,0.17525553703308105,
3,3099,0.10761455446481705,
3,3149,0.2546609044075012,
3,3199,0.15543216466903687,
3,3249,0.12475680559873581,
3,3299,0.2095918357372284,
3,3349,0.14667123556137085,
3,3399,0.2192639708518982,
3,3439,,0.19848185777664185
4,3449,0.07531246542930603,
4,3499,0.22143028676509857,
4,3549,0.13566023111343384,
4,3599,0.1549917608499527,
4,3649,0.4406973719596863,
4,3699,0.18318185210227966,
4,3749,0.25165489315986633,
4,3799,0.1887403279542923,
4,3849,0.24479228258132935,
4,3899,0.12024041265249252,
4,3949,0.17449377477169037,
4,3999,0.2750409245491028,
4,4049,0.15658600628376007,
4,4099,0.16492490470409393,
4,4149,0.12314049154520035,
4,4199,0.2281317114830017,
4,4249,0.21199600398540497,
4,4299,0.25974389910697937,
4,4299,,0.19081217050552368
5,4349,0.09612512588500977,
5,4399,0.1606915295124054,
5,4449,0.08075108379125595,
5,4499,0.1510137915611267,
5,4549,0.11956410855054855,
5,4599,0.18351083993911743,
5,4649,0.13278934359550476,
5,4699,0.134110689163208,
5,4749,0.1457601934671402,
5,4799,0.1701430231332779,
5,4849,0.13021978735923767,
5,4899,0.20850643515586853,
5,4949,0.20417480170726776,
5,4999,0.04506306350231171,
5,5049,0.2897002398967743,
5,5099,0.16922405362129211,
5,5149,0.09568825364112854,
5,5159,,0.1786702424287796
6,5199,0.06676197797060013,
6,5249,0.08533211797475815,
6,5299,0.2595779299736023,
6,5349,0.09799391031265259,
6,5399,0.17571264505386353,
6,5449,0.11143936961889267,
6,5499,0.09178479015827179,
6,5549,0.05554406717419624,
6,5599,0.23306404054164886,
6,5649,0.10212577879428864,
6,5699,0.1803334653377533,
6,5749,0.04085253179073334,
6,5799,0.03795640170574188,
6,5849,0.07929283380508423,
6,5899,0.044237494468688965,
6,5949,0.14209331572055817,
6,5999,0.17005106806755066,
6,6019,,0.1725359559059143
7,6049,0.06962157785892487,
7,6099,0.1132894977927208,
7,6149,0.11950914561748505,
7,6199,0.13600297272205353,
7,6249,0.09919249266386032,
7,6299,0.13509899377822876,
7,6349,0.3013046085834503,
7,6399,0.06486747413873672,
7,6449,0.06769239157438278,
7,6499,0.28605449199676514,
7,6549,0.1723850667476654,
7,6599,0.09738298505544662,
7,6649,0.22575710713863373,
7,6699,0.060441337525844574,
7,6749,0.02503037452697754,
7,6799,0.07162310183048248,
7,6849,0.11715268343687057,
7,6879,,0.14390575885772705
8,6899,0.07544514536857605,
8,6949,0.21236510574817657,
8,6999,0.16022297739982605,
8,7049,0.13015618920326233,
8,7099,0.1866273283958435,
8,7149,0.18897178769111633,
8,7199,0.07328777760267258,
8,7249,0.2708134055137634,
8,7299,0.05362747237086296,
8,7349,0.0408884659409523,
8,7399,0.0885845348238945,
8,7449,0.14638809859752655,
8,7499,0.15579162538051605,
8,7549,0.027164161205291748,
8,7599,0.13156406581401825,
8,7649,0.10324432700872421,
8,7699,0.10712547600269318,
8,7739,,0.13052748143672943
9,7749,0.21923859417438507,
9,7799,0.1174817904829979,
9,7849,0.14071869850158691,
9,7899,0.034230176359415054,
9,7949,0.09060994535684586,
9,7999,0.039312154054641724,
9,8049,0.1309298276901245,
9,8099,0.03373510017991066,
9,8149,0.03254574164748192,
9,8199,0.0762128010392189,
9,8249,0.25180989503860474,
9,8299,0.20295995473861694,
9,8349,0.1238127052783966,
9,8399,0.057572294026613235,
9,8449,0.06984862685203552,
9,8499,0.13307850062847137,
9,8549,0.0474417470395565,
9,8599,0.02032225951552391,
9,8599,,0.13237084448337555
